sample_id	filename	source_identity	split	caption	caption_source	caption_word_count	event_count	duration_frames_120fps	duration_frames_20fps_est	package	category	take_name	take_actor	take_date	actor_uid	is_mirror	move_soma_uniform_path	shape_path	temporal_events_json	role	used_for	limitations
soma30k_16436	itching_right_calf_R_001__A124	230118|itching_right_calf_R_001|A124|itching_right_calf_R_001__A124	train	person is using their right hand to scratch their right calf	content_natural_desc_1	11	2	528	88	Communication	Gestures	itching_right_calf_R_001	A124	230118	A124	False	soma_uniform/bvh/230118/itching_right_calf_R_001__A124.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.65,""description"":""A person is itching their right calf with their right hand.""},{""start_time"":3.65,""end_time"":4.3,""description"":""A person is standing upright with slight movement in their arms and shoulders.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16439	exercise_1_001__A099	230103|jumping_jack_001|A099|exercise_1_001__A099	train	person does three jumping jacks	content_natural_desc_1	5	2	466	77	Sport	Sports	jumping_jack_001	A099	230103	A099	False	soma_uniform/bvh/230103/exercise_1_001__A099.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.3,""description"":""A person energetically performs three jumping jacks, extending their arms upward and outward with each jump before returning to the starting position.""},{""start_time"":3.3,""end_time"":3.8,""description"":""A person stands upright facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16440	jog_sideway_090_stop_003__A025	220714|jog_ff_090_R_003|A025|jog_sideway_090_stop_003__A025	train	jog at a steady pace, moving to the left direction	content_natural_desc_1	10	2	685	114	Locomotion	Basic Locomotion Neutral	jog_ff_090_R_003	A025	220714	A025	False	soma_uniform/bvh/220714/jog_sideway_090_stop_003__A025.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.8,""description"":""A person jogs to their left while facing forward.""},{""start_time"":2.8,""end_time"":5.65,""description"":""A person jogging to their left side while facing forward comes to a stop.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16442	take_from_floor_R_003__A290	230320|take_from_floor_R_003|A290|take_from_floor_R_003__A290	train	picking up an item with the right hand from the ground	content_natural_desc_1	11	2	610	101	Communication	Gestures	take_from_floor_R_003	A290	230320	A290	False	soma_uniform/bvh/230320/take_from_floor_R_003__A290.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.25,""end_time"":4.1,""description"":""A person bends down to pick up an object with their right hand and then rises back up.""},{""start_time"":4.1,""end_time"":5.0,""description"":""The person stands still while swaying their hands.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16443	turn_jump_0045_005__A021	220713|turn_jump_045_005|A021|turn_jump_0045_005__A021	train	diagonally turn and jump backwards over your left shoulder	content_natural_desc_1	9	2	583	97	Locomotion	Basic Locomotion Neutral	turn_jump_045_005	A021	220713	A021	False	soma_uniform/bvh/220713/turn_jump_0045_005__A021.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.566667,""description"":""A person faces forward, then quickly turns and jumps diagonally to the left while stepping with the left foot.""},{""start_time"":1.566667,""end_time"":4.866667,""description"":""A person is slightly tilting forward, then stands still with subtle movement throughout.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16444	big_light_two_hands_right_side_low_to_right_side_low_R_001__A521	231117|big_light_two_hands_right_side_low_to_right_side_low_R_001|A521|big_light_two_hands_right_side_low_to_right_side_low_R_001__A521	train	character sorts out big light object with two hands from low right side and puts it away to the right side low	content_natural_desc_1	22	2	667	111	Interactions	Object Manipulation	big_light_two_hands_right_side_low_to_right_side_low_R_001	A521	231117	A521	False	soma_uniform/bvh/231117/big_light_two_hands_right_side_low_to_right_side_low_R_001__A521.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.78,""description"":""The person leans forward to pick up an object with both hands from a low height on the right side and places it slightly higher on the same side.""},{""start_time"":3.78,""end_time"":5.56,""description"":""The person raises upward and stands still in an upright posture.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16445	sitting_legs_cross_arms_front_start_001__A064	221116|sitting_legs_crossed_arms_front_start_R_001|A064|sitting_legs_cross_arms_front_start_001__A064	train	person starts to sit on the floor, crossing their legs and clasping their arms on their front right knee	content_natural_desc_1	19	2	453	75	Locomotion	Basic Locomotion Neutral	sitting_legs_crossed_arms_front_start_R_001	A064	221116	A064	False	soma_uniform/bvh/221116/sitting_legs_cross_arms_front_start_001__A064.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.2,""description"":""The person starts to sit on the ground with the legs crossed and arms in front.""},{""start_time"":3.2,""end_time"":3.7,""description"":""The person is sitting on the ground with legs crossed and arms held in front.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16446	on_the_edge_003__A236	230302|on_the_edge_003|A236|on_the_edge_003__A236	train	person carefully balances themselves on a ledge	content_natural_desc_1	7	2	678	113	Locomotion	Advanced Locomotion	on_the_edge_003	A236	230302	A236	False	soma_uniform/bvh/230302/on_the_edge_003__A236.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.75,""description"":""A person standing on the edge of something tries to balance themselves, raising their arms in a t-pose.""},{""start_time"":3.75,""end_time"":5.55,""description"":""A person standing with their arms raised in a t-pose lowers them and stands upright.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16448	lift_crate_stop_002__A161	230131|lift_crate_stop_002|A161|lift_crate_stop_002__A161	train	person ceases lifting and sets down a crate	content_natural_desc_1	8	2	629	104	Gaming	Object Interaction	lift_crate_stop_002	A161	230131	A161	False	soma_uniform/bvh/230131/lift_crate_stop_002__A161.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.2,""description"":""An upright person lifting a crate with both hands bends down and keeps it on the ground.""},{""start_time"":2.2,""end_time"":5.15,""description"":""A person bent forward with both hands extended down, rises up and straightens their posture.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16449	walk_hands_on_back_stop_002__A035	220721|walk_hands_on_back_180_stop_R_002|A035|walk_hands_on_back_stop_002__A035	train	person ceases walking forward, placing hands behind their back with right hand closer to body	content_natural_desc_1	15	2	652	108	Locomotion	Basic Locomotion Neutral	walk_hands_on_back_180_stop_R_002	A035	220721	A035	False	soma_uniform/bvh/220721/walk_hands_on_back_stop_002__A035.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.35,""description"":""A person with hands placed on the back is walking forward at a normal pace.""},{""start_time"":3.35,""end_time"":5.35,""description"":""A person stops walking forward and stands upright with their hands on the back.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16450	sneeze_R_002__A238	230302|sneeze_R_002|A238|sneeze_R_002__A238	train	right-handed person sneezing into their hand	content_natural_desc_1	7	2	520	86	Communication	Gestures	sneeze_R_002	A238	230302	A238	False	soma_uniform/bvh/230302/sneeze_R_002__A238.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.35,""description"":""A person slowly raises their right hand towards their mouth to sneeze.""},{""start_time"":1.35,""end_time"":4.25,""description"":""A person slowly lowers their right hand to the side and stands upright.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16451	small_light_two_hands_pick_up_behind_high_R_001__A517	231116|small_light_two_hands_pick_up_behind_high_R_001|A517|small_light_two_hands_pick_up_behind_high_R_001__A517	train	character picks up small light object with two hands from high up behind	content_natural_desc_1	13	2	326	54	Interactions	Object Manipulation	small_light_two_hands_pick_up_behind_high_R_001	A517	231116	A517	False	soma_uniform/bvh/231116/small_light_two_hands_pick_up_behind_high_R_001__A517.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.2,""description"":""A person turns around over the right shoulder to pick up an object from a high position with both hands.""},{""start_time"":1.2,""end_time"":2.73,""description"":""A person picks up an object from high behind and then turns around, facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16453	big_light_one_hand_pick_up_front_high_R_001__A523	231117|big_light_one_hand_pick_up_front_high_R_001|A523|big_light_one_hand_pick_up_front_high_R_001__A523	train	character picks up big light object with one hand from high up front	content_natural_desc_1	13	2	516	86	Interactions	Object Manipulation	big_light_one_hand_pick_up_front_high_R_001	A523	231117	A523	False	soma_uniform/bvh/231117/big_light_one_hand_pick_up_front_high_R_001__A523.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.27,""description"":""The person raises their right hand to pick up an object.""},{""start_time"":1.27,""end_time"":4.3,""description"":""The person lowers their right hand, positioning it near their torso.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16454	jump_ff_360_R_001__A411	230530|jump_ff_360_R_001|A411|jump_ff_360_R_001__A411	train	character performs a small jump while moving backward	content_natural_desc_1	8	2	489	81	Locomotion	Baseline	jump_ff_360_R_001	A411	230530	A411	False	soma_uniform/bvh/230530/jump_ff_360_R_001__A411.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.2,""description"":""The person facing forward jumps backwards.""},{""start_time"":2.2,""end_time"":4.0,""description"":""The person is standing while facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16455	turn_jog_270_001__A070	221118|turn_jog_270_R_001|A070|turn_jog_270_001__A070	train	character turns 90 degrees right and proceeds to jog forward	content_natural_desc_1	10	2	483	80	Locomotion	Basic Locomotion Neutral	turn_jog_270_R_001	A070	221118	A070	False	soma_uniform/bvh/221118/turn_jog_270_001__A070.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":0.95,""description"":""A person turns to the right to start jogging.""},{""start_time"":0.95,""end_time"":3.95,""description"":""A person is jogging forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16456	crawl_ff_start_360_003__A132	230120|crawl_ff_start_360_R_003|A132|crawl_ff_start_360_003__A132	train	person begins to crawl backward over their right shoulder	content_natural_desc_1	9	2	679	113	Gaming	Unusual Locomotion	crawl_ff_start_360_R_003	A132	230120	A132	False	soma_uniform/bvh/230120/crawl_ff_start_360_003__A132.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.4,""description"":""The person lying on the floor begins to crawl backward.""},{""start_time"":1.4,""end_time"":5.6,""description"":""The person is crawling slowly and steadily in the backward direction.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16458	injured_R_leg_walk_ff_start_180_004__A070	221118|injured_R_leg_walk_ff_stop_180_R_001|A070|injured_R_leg_walk_ff_start_180_004__A070	train	person with an injured right leg comes to a stop after walking forward	content_natural_desc_1	13	2	860	143	Locomotion	Basic Locomotion Styles	injured_R_leg_walk_ff_stop_180_R_001	A070	221118	A070	False	soma_uniform/bvh/221118/injured_R_leg_walk_ff_start_180_004__A070.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":5.5,""description"":""A person is walking forward at a slow pace with an injured right leg.""},{""start_time"":5.5,""end_time"":7.166667,""description"":""An injured person walking forward stops to stand idly.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16460	crawl_ff_stop_270_003__A133	230120|crawl_ff_stop_270_R_003|A133|crawl_ff_stop_270_003__A133	train	person on the floor in frog position ceases crawling to the right	content_natural_desc_1	12	2	944	157	Gaming	Unusual Locomotion	crawl_ff_stop_270_R_003	A133	230120	A133	False	soma_uniform/bvh/230120/crawl_ff_stop_270_003__A133.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":5.65,""description"":""A person is crawling to their right at a normal pace.""},{""start_time"":5.65,""end_time"":7.8,""description"":""The person stops crawling and lies down flat on the ground in the crawling posture.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16461	walk_ff_stop_270_003__A055	221012|walk_ff_stop_270_R_003|A055|walk_ff_stop_270_003__A055	train	person transitions from a walk to stop and move sideways to the right	content_natural_desc_1	13	2	853	142	Locomotion	Basic Locomotion Neutral	walk_ff_stop_270_R_003	A055	221012	A055	False	soma_uniform/bvh/221012/walk_ff_stop_270_003__A055.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":4.65,""description"":""A person is walking sideways to the right in a crossover pattern at a steady pace while facing forward.""},{""start_time"":4.65,""end_time"":7.05,""description"":""A person stops walking sideways to the right and stands upright.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16462	come_up_50cm_box_R_002__A070	221118|come_up_50cm_box_R_002|A070|come_up_50cm_box_R_002__A070	train	step up on a box using hands for support, starting with right foot and ending with left	content_natural_desc_1	17	2	387	64	Locomotion	Baseline	come_up_50cm_box_R_002	A070	221118	A070	False	soma_uniform/bvh/221118/come_up_50cm_box_R_002__A070.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.2,""description"":""A person steps forward and gets up onto a 50 cm box.""},{""start_time"":2.2,""end_time"":3.15,""description"":""A person standing on an elevated surface sways their arms.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16463	h_b_w_crouch_to_stand_270_start_001__A342	230420|h_b_w_crouch_to_stand_270_start_001|A342|h_b_w_crouch_to_stand_270_start_001__A342	train	a sequence of standing from a crouch position, using a wall for support	content_natural_desc_1	13	2	425	70	Locomotion	Advanced Locomotion	h_b_w_crouch_to_stand_270_start_001	A342	230420	A342	False	soma_uniform/bvh/230420/h_b_w_crouch_to_stand_270_start_001__A342.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.15,""description"":""A person initially crouching down rises and turns backward to stand upright, facing right.""},{""start_time"":2.15,""end_time"":3.45,""description"":""A person standing upright lowers their right-facing head and turns the right leg slightly.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16464	walk_ff_start_360_R_002__A265	230313|walk_ff_start_360_R_002|A265|walk_ff_start_360_R_002__A265	train	person starts to walk backwards	content_natural_desc_1	5	2	884	147	Locomotion	Basic Locomotion Neutral	walk_ff_start_360_R_002	A265	230313	A265	False	soma_uniform/bvh/230313/walk_ff_start_360_R_002__A265.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.55,""description"":""A person standing takes a step backward.""},{""start_time"":1.55,""end_time"":7.3,""description"":""A person is walking backward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16465	confusion_002__A098	230103|confusion_R_002|A098|confusion_002__A098	train	someone looks around in a confused manner while scratching the back of their head	content_natural_desc_1	14	2	820	136	Communication	Gestures	confusion_R_002	A098	230103	A098	False	soma_uniform/bvh/230103/confusion_002__A098.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.2,""end_time"":5.8,""description"":""A confused person standing upright lifts their right hand, scratches their head gently, and then lowers it to place it on the side.""},{""start_time"":5.8,""end_time"":6.75,""description"":""A person stands in one place while slightly swaying their arms and eventually comes to a complete standstill.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16466	come_down_50cm_box_R_003__A482	231018|come_down_50cm_box_R_003|A482|come_down_50cm_box_R_003__A482	train	individual steps off a small box using their hands for support if needed	content_natural_desc_1	13	2	345	57	Locomotion	Baseline	come_down_50cm_box_R_003	A482	231018	A482	False	soma_uniform/bvh/231018/come_down_50cm_box_R_003__A482.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.2,""end_time"":2.25,""description"":""A person standing on a box gets down from it.""},{""start_time"":2.25,""end_time"":2.8,""description"":""A person is standing straight, looking in the forward direction.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16468	small_light_two_hands_put_down_behind_high_R_001__A518	231116|small_light_two_hands_put_down_behind_high_R_001|A518|small_light_two_hands_put_down_behind_high_R_001__A518	train	character puts down small light object with two hands from high up behind	content_natural_desc_1	13	2	406	67	Interactions	Object Manipulation	small_light_two_hands_put_down_behind_high_R_001	A518	231116	A518	False	soma_uniform/bvh/231116/small_light_two_hands_put_down_behind_high_R_001__A518.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.666667,""description"":""A person turns back over their right shoulder, holding a small, light object in their hands, raises their hands and puts it on the shelf high in the back.""},{""start_time"":1.666667,""end_time"":3.4,""description"":""A person lowers their hands and turns left to stand straight, facing towards the left direction.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16469	jog_ff_stop_180_R_002__A382	230519|jog_ff_stop_180_R_002|A382|jog_ff_stop_180_R_002__A382	train	person coming to a stop after jogging forward	content_natural_desc_1	8	2	508	84	Locomotion	Baseline	jog_ff_stop_180_R_002	A382	230519	A382	False	soma_uniform/bvh/230519/jog_ff_stop_180_R_002__A382.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.7,""description"":""A person jogs forward in a straight line at a steady pace.""},{""start_time"":2.7,""end_time"":3.7,""description"":""A person stops jogging and stands in place, facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16470	itching_head_R_002__A409	230529|itching_head_R_002|A409|itching_head_R_002__A409	train	person uses their right hand to scratch their head	content_natural_desc_1	9	2	929	154	Communication	Gestures	itching_head_R_002	A409	230529	A409	False	soma_uniform/bvh/230529/itching_head_R_002__A409.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":0.95,""description"":""A person steadily raises the right arm and places it on their head.""},{""start_time"":0.95,""end_time"":7.65,""description"":""A person scratches their head with the right hand, and then the right arm is lowered.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16471	salute_R_002__A260	230309|salute_R_002|A260|salute_R_002__A260	train	character performs a salute with right hand	content_natural_desc_1	7	2	372	62	Communication	Gestures	salute_R_002	A260	230309	A260	False	soma_uniform/bvh/230309/salute_R_002__A260.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.05,""description"":""A person standing upright raises their right arm to their head in a salute.""},{""start_time"":2.05,""end_time"":3.0,""description"":""A person saluting with their right hand, then lowers the hand back to their side.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16474	walk_ff_start_180_R_001__A070	221118|walk_ff_start_180_R_001|A070|walk_ff_start_180_R_001__A070	train	starting with the right leg, person takes a step forward	content_natural_desc_1	10	2	538	89	Locomotion	Basic Locomotion Neutral	walk_ff_start_180_R_001	A070	221118	A070	False	soma_uniform/bvh/221118/walk_ff_start_180_R_001__A070.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.0,""description"":""A person starts to walk forward.""},{""start_time"":1.0,""end_time"":4.4,""description"":""A person is walking forward at a normal pace.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16475	walk_ff_stop_225_001__A052	221011|walk_ff_stop_225_R_001|A052|walk_ff_stop_225_001__A052	train	character pauses and then begins to walk diagonally forward with the left foot leading the way	content_natural_desc_1	16	2	913	152	Locomotion	Basic Locomotion Neutral	walk_ff_stop_225_R_001	A052	221011	A052	False	soma_uniform/bvh/221011/walk_ff_stop_225_001__A052.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.8,""description"":""A person is steadily walking to the right diagonal in a crisscross pattern while facing left diagonally.""},{""start_time"":2.8,""end_time"":5.05,""description"":""A person stops walking and turns to the left diagonal.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16476	turn_walk_270_R_003__A255	230308|turn_walk_270_R_003|A255|turn_walk_270_R_003__A255	train	someone walks forward after making a 90-degree turn to their right	content_natural_desc_1	12	2	688	114	Locomotion	Basic Locomotion Neutral	turn_walk_270_R_003	A255	230308	A255	False	soma_uniform/bvh/230308/turn_walk_270_R_003__A255.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.45,""description"":""The person diagonally turns to their right and is about to start walking.""},{""start_time"":1.45,""end_time"":5.65,""description"":""The person is walking forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16478	itching_left_forearm_R_004__A067	221117|itching_left_forearm_R_004|A067|itching_left_forearm_R_004__A067	train	person scratches their left forearm with their right hand	content_natural_desc_1	9	2	297	49	Communication	Gestures	itching_left_forearm_R_004	A067	221117	A067	False	soma_uniform/bvh/221117/itching_left_forearm_R_004__A067.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.45,""end_time"":1.4,""description"":""A person standing still uses their right hand to rub their itchy left forearm.""},{""start_time"":1.55,""end_time"":2.4,""description"":""A person is standing idle with their arms gently swaying at their sides.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16480	no_hear_003__A405	230529|no_hear_003|A405|no_hear_003__A405	train	someone covering their ears to block out noise	content_natural_desc_1	8	2	442	73	Communication	Gestures	no_hear_003	A405	230529	A405	False	soma_uniform/bvh/230529/no_hear_003__A405.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.4,""description"":""A person swiftly raises their hands, pressing them firmly against their ears to block out the surrounding noises.""},{""start_time"":2.4,""end_time"":3.6,""description"":""A person quickly drops their hands after pressing them against their ears to shut outside noise. They then stand idle.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16485	salute_002__A123	230118|salute_R_002|A123|salute_002__A123	train	character performs a salute with right hand	content_natural_desc_1	7	2	645	107	Communication	Gestures	salute_R_002	A123	230118	A123	False	soma_uniform/bvh/230118/salute_002__A123.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.35,""description"":""A person standing upright raises their right arm to their head in a salute.""},{""start_time"":2.35,""end_time"":5.3,""description"":""A person saluting with their right hand, then lowers the hand back to their side.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16486	injured_torso_jog_ff_start_225_R_003__A337	230419|injured_torso_jog_ff_start_225_R_003|A337|injured_torso_jog_ff_start_225_R_003__A337	train	an injured person starts jogging diagonally to the right with low energy	content_natural_desc_1	12	2	676	112	Locomotion	Basic Locomotion Styles	injured_torso_jog_ff_start_225_R_003	A337	230419	A337	False	soma_uniform/bvh/230419/injured_torso_jog_ff_start_225_R_003__A337.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":0.95,""description"":""An injured person stands with a sideways-tilted torso and begins jogging by moving their right leg toward the right diagonal.""},{""start_time"":0.95,""end_time"":5.55,""description"":""The injured person jogs toward the front right diagonal while the right arm stays bent across the body, holding the left torso.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16487	medium_big_light_one_hand_walk_ff_stop_270_R_001__A507	231113|medium_big_light_one_hand_walk_ff_stop_270_R_001|A507|medium_big_light_one_hand_walk_ff_stop_270_R_001__A507	train	character holds medium big light object with one hand and stops walking to the right	content_natural_desc_1	15	2	676	112	Interactions	Object Manipulation	medium_big_light_one_hand_walk_ff_stop_270_R_001	A507	231113	A507	False	soma_uniform/bvh/231113/medium_big_light_one_hand_walk_ff_stop_270_R_001__A507.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":4.5,""description"":""A person holding an object in their right hand walks slowly to the right back diagonal in a crisscross manner.""},{""start_time"":4.5,""end_time"":5.633333,""description"":""A person slightly sways while holding an object in their right hand.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16488	high_jump_R_004__A306	230411|high_jump_R_opt_1_004|A306|high_jump_R_004__A306	train	high jump over a moving pole in one place	content_natural_desc_1	9	2	790	131	Locomotion	Baseline	high_jump_R_opt_1_004	A306	230411	A306	False	soma_uniform/bvh/230411/high_jump_R_004__A306.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.85,""description"":""The person bends slightly and executes a high jump while facing forward.""},{""start_time"":3.85,""end_time"":6.5,""description"":""The person stands with an upright posture while facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_16490	itching_right_thigh_R_003__A052	221011|itching_right_thigh_R_003|A052|itching_right_thigh_R_003__A052	train	scratching the right thigh with the right hand	content_natural_desc_1	8	2	371	61	Communication	Gestures	itching_right_thigh_R_003	A052	221011	A052	False	soma_uniform/bvh/221011/itching_right_thigh_R_003__A052.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.45,""description"":""A person leans right slightly to scratch an itch on the right thigh and straightens again.""},{""start_time"":2.45,""end_time"":3.0,""description"":""A person sways slightly while standing upright.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
